date,ex_rate,hs_300,ind_index,energy_index,finance_index,eua_pr,Nz_pr,oil_BL,oil_Cha,coal_IPE,coal_Cha,ngas_NYX,EPU,PCI,GPR,high_temp,low_temp,AQI,days_from_start,day_of_week,day_of_month,week_of_year,month,year,BD_Index,volume,OT
2015-09-17,6.37 ,3237.00 ,4011.13 ,"2,629.20","3,276.53",8.21,6.72,49.08,40.15,54.15,377.80,2.67 ,117.84,0.0502,98.7675,27.00,18 ,80 ,506 ,4 ,17 ,38,9 ,2015 ,299 ,136417.00 ,23.9
2015-09-18,6.36 ,3251.27 ,4071.56 ,"2,646.25","3,284.24",8.09,6.7,47.47,37.94,54.10,377.60,2.64 ,157.17,0.0502,98.7675,23.00,17 ,62 ,509 ,5 ,18 ,38,9 ,2015 ,251 ,243070.00 ,23.33
2015-09-21,6.37 ,3308.25 ,4251.16 ,"2,710.20","3,316.66",7.96,6.67,48.92,38.38,54.00,373.60,2.61 ,90.55,0.0502,98.7675,28.00,19 ,123 ,510 ,1 ,21 ,39,9 ,2015 ,237 ,141893.00 ,23.21
2015-09-22,6.38 ,3339.03 ,4280.20 ,"2,749.57","3,376.05",8.00,6.57,49.08,38.71,53.90,371.60,2.58 ,147.13,0.0502,98.7675,27.00,19 ,82 ,511 ,2 ,22 ,39,9 ,2015 ,216 ,207308.00 ,23.1
2015-09-23,6.38 ,3263.03 ,4206.52 ,"2,659.68","3,293.03",8.05,6.55,47.75,39.98,53.90,370.60,2.58 ,194.59,0.0502,98.7675,28.00,20 ,89 ,519 ,3 ,23 ,39,9 ,2015 ,221 ,110642.00 ,23.9
2015-09-24,6.38 ,3285.00 ,4274.75 ,"2,699.93","3,307.11",7.99,6.55,48.17,39.23,53.85,369.40,2.57 ,233.67,0.0502,98.7675,26.00,19 ,73 ,520 ,4 ,24 ,39,9 ,2015 ,246 ,75325.00 ,23.05
2015-09-25,6.37 ,3231.95 ,4111.16 ,"2,651.79","3,282.22",7.98,6.57,48.60,38.74,53.85,369.40,2.58 ,101.35,0.0502,98.7675,25.00,18 ,56 ,523 ,5 ,25 ,39,9 ,2015 ,422 ,14394.00 ,24.51
2015-09-28,6.37 ,3242.75 ,4173.12 ,"2,651.15","3,277.81",7.90,6.65,47.34,38.84,51.20,366.40,2.56 ,54.55,0.0502,98.7675,29.00,20 ,118 ,524 ,1 ,28 ,40,9 ,2015 ,414 ,15108.00 ,25.81
2015-09-29,6.36 ,3178.85 ,4056.04 ,"2,560.47","3,223.99",7.96,6.67,48.23,38.27,51.25,363.20,2.56 ,101.89,0.0502,98.7675,27.00,20 ,60 ,525 ,2 ,29 ,40,9 ,2015 ,344 ,107668.00 ,23.76
2015-09-30,6.36 ,3202.95 ,4096.83 ,"2,554.21","3,247.30",8.13,6.75,48.37,38.70,50.58,364.00,2.59 ,82.71,0.0502,98.7675,25.00,18 ,46 ,526 ,3 ,30 ,40,9 ,2015 ,253 ,74953.00 ,23.5
2015-10-08,6.35 ,3296.48 ,4288.45 ,"2,638.05","3,320.95",8.11,6.73,53.05,42.29,51.18,366.40,2.47 ,158.78,0.0223,91.9319,24.00,15 ,49 ,527 ,4 ,8 ,41,10 ,2015 ,266 ,40695.00 ,23.12
2015-10-09,6.35 ,3340.12 ,4376.02 ,"2,675.19","3,379.21",8.33,6.8,52.65,44.07,51.52,367.00,2.49 ,119.86,0.0223,91.9319,22.00,11 ,62 ,530 ,5 ,9 ,41,10 ,2015 ,295 ,14503.00 ,23.25
2015-10-12,6.32 ,3447.69 ,4597.95 ,"2,774.73","3,490.17",8.28,6.82,49.86,43.77,51.08,365.60,2.52 ,186.41,0.0223,91.9319,26.00,12 ,106 ,531 ,1 ,12 ,42,10 ,2015 ,354 ,63835.00 ,23.13
2015-10-13,6.34 ,3445.04 ,4671.30 ,"2,761.51","3,478.88",8.32,6.9,49.24,41.18,50.77,364.60,2.54 ,136.44,0.0223,91.9319,26.00,12 ,111 ,532 ,2 ,13 ,42,10 ,2015 ,319 ,63213.00 ,23.09
2015-10-14,6.35 ,3406.11 ,4616.48 ,"2,743.99","3,438.90",8.42,6.9,49.15,40.12,50.47,359.60,2.50 ,134.36,0.0223,91.9319,26.00,12 ,113 ,533 ,3 ,14 ,42,10 ,2015 ,319 ,78959.00 ,23.18
2015-10-15,6.35 ,3486.82 ,4775.85 ,"2,820.40","3,519.87",8.41,6.9,48.71,39.94,51.75,355.20,2.54 ,126.76,0.0223,91.9319,28.00,14 ,139 ,534 ,4 ,15 ,42,10 ,2015 ,287 ,67030.00 ,23.11
2015-10-16,6.35 ,3534.07 ,4880.63 ,"2,875.82","3,580.71",8.38,6.9,50.46,40.70,50.85,352.80,2.45 ,109.94,0.0223,91.9319,28.00,14 ,139 ,537 ,5 ,16 ,42,10 ,2015 ,298 ,56700.00 ,22.88
2015-10-19,6.36 ,3534.18 ,4849.78 ,"2,868.24","3,595.73",8.34,6.9,48.61,40.29,50.75,353.40,2.43 ,131.35,0.0223,91.9319,26.00,12 ,103 ,538 ,1 ,19 ,43,10 ,2015 ,368 ,64516.00 ,23.15
2015-10-20,6.35 ,3577.70 ,4967.15 ,"2,896.39","3,617.76",8.46,6.95,48.71,38.80,50.85,350.40,2.46 ,257.16,0.0223,91.9319,27.00,13 ,105 ,539 ,2 ,20 ,43,10 ,2015 ,312 ,39480.00 ,23.2
2015-10-21,6.35 ,3473.25 ,4630.74 ,"2,738.35","3,559.27",8.44,7.05,47.85,38.89,50.83,347.80,2.49 ,91.69,0.0223,91.9319,27.00,14 ,108 ,540 ,3 ,21 ,43,10 ,2015 ,313 ,1256.00 ,23.16
2015-10-22,6.36 ,3524.53 ,4797.39 ,"2,798.38","3,580.61",8.47,7.1,48.08,38.94,50.90,347.80,2.40 ,141.58,0.0223,91.9319,27.00,15 ,99 ,541 ,4 ,22 ,43,10 ,2015 ,293 ,50156.00 ,23.11
2015-10-23,6.35 ,3571.24 ,4905.98 ,"2,841.40","3,639.77",8.62,7.05,47.99,38.67,51.15,341.80,2.37 ,218.59,0.0223,91.9319,26.00,14 ,145 ,544 ,5 ,23 ,43,10 ,2015 ,285 ,48765.00 ,23.13
2015-10-26,6.35 ,3589.26 ,4978.94 ,"2,847.23","3,658.18",8.65,#N/A,47.54,38.67,51.70,335.00,2.28 ,205.94,0.0223,91.9319,21.00,12 ,114 ,545 ,1 ,26 ,44,10 ,2015 ,269 ,45700.00 ,23.18
2015-10-27,6.35 ,3592.88 ,5022.78 ,"2,828.91","3,654.70",8.60,7,46.81,37.80,52.65,332.20,2.08 ,139.11,0.0223,91.9319,20.00,11 ,60 ,546 ,2 ,27 ,44,10 ,2015 ,376 ,53165.00 ,23.1
2015-10-28,6.36 ,3524.92 ,4896.58 ,"2,789.01","3,580.14",8.56,7,49.05,37.52,52.55,333.00,2.11 ,100.13,0.0223,91.9319,17.00,12 ,69 ,547 ,3 ,28 ,44,10 ,2015 ,297 ,40879.00 ,23.05
2015-10-29,6.36 ,3533.31 ,4929.07 ,"2,804.77","3,586.92",8.67,6.9,48.80,39.13,52.50,333.00,2.02 ,131.13,0.0223,91.9319,16.00,12 ,45 ,548 ,4 ,29 ,44,10 ,2015 ,361 ,56637.00 ,22.8
2015-10-30,6.32 ,3534.08 ,4889.04 ,"2,773.27","3,613.73",8.63,7.05,49.56,39.17,52.47,332.60,2.25 ,75.07,0.0223,91.9319,16.00,13 ,153 ,551 ,5 ,30 ,44,10 ,2015 ,306 ,57700.00 ,21
2015-11-02,6.34 ,3475.96 ,4757.34 ,"2,703.42","3,549.47",8.59,7.07,48.79,39.92,53.20,329.80,2.31 ,268.67,0.0223,150.7159,20.00,8 ,87 ,552 ,1 ,2 ,45,11 ,2015 ,313 ,41174.00 ,21.14
2015-11-03,6.34 ,3465.49 ,4740.83 ,"2,694.29","3,546.57",8.44,7.25,50.54,39.19,53.60,329.00,2.26 ,105.35,0.0223,150.7159,21.00,11 ,97 ,553 ,2 ,3 ,45,11 ,2015 ,295 ,49242.00 ,21.05
2015-11-04,6.34 ,3628.54 ,5002.60 ,"2,815.16","3,746.18",8.39,7.32,48.58,40.66,53.15,329.60,2.28 ,263.87,0.0223,150.7159,20.00,13 ,114 ,554 ,3 ,4 ,45,11 ,2015 ,340 ,46481.00 ,21.03
2015-11-05,6.35 ,3705.97 ,5062.46 ,"2,871.29","3,857.54",8.46,7.22,47.98,39.35,53.15,330.80,2.27 ,118.32,0.0223,150.7159,21.00,15 ,87 ,555 ,4 ,5 ,45,11 ,2015 ,400 ,18764.00 ,20.5
2015-11-06,6.35 ,3793.37 ,5182.24 ,"2,913.96","3,981.56",8.40,7.3,47.42,38.77,53.30,329.80,2.38 ,92.82,0.0223,150.7159,23.00,11 ,68 ,558 ,5 ,6 ,45,11 ,2015 ,295 ,40029.00 ,20.03
2015-11-09,6.36 ,3840.35 ,5256.86 ,"2,968.45","4,047.36",8.31,7.2,47.19,39.98,53.00,307.60,2.36 ,156.79,0.0223,150.7159,16.00,7 ,95 ,559 ,1 ,9 ,46,11 ,2015 ,265 ,1102.00 ,20.5
2015-11-10,6.36 ,3833.24 ,5261.18 ,"3,006.98","4,043.73",8.44,7.2,47.44,39.76,53.25,308.40,2.31 ,128.97,0.0223,150.7159,15.00,9 ,100 ,560 ,2 ,10 ,46,11 ,2015 ,276 ,101.00 ,22.55
2015-11-11,6.37 ,3833.65 ,5330.85 ,"3,014.92","4,048.51",8.44,7.45,45.81,39.51,53.50,305.80,2.33 ,91.96,0.0223,150.7159,14.00,9 ,127 ,561 ,3 ,11 ,46,11 ,2015 ,292 ,1000.00 ,23.2
2015-11-12,6.37 ,3795.32 ,5338.03 ,"2,987.55","3,996.70",8.37,7.5,44.06,38.10,53.45,300.60,2.27 ,89.30,0.0223,150.7159,13.00,9 ,74 ,562 ,4 ,12 ,46,11 ,2015 ,329 ,1.00 ,23.1
2015-11-13,6.37 ,3746.24 ,5232.02 ,"2,915.28","3,971.87",8.39,7.5,43.61,36.80,53.45,298.60,2.29 ,71.01,0.0223,150.7159,14.00,10 ,65 ,565 ,5 ,13 ,46,11 ,2015 ,296 ,15020.00 ,23.05
2015-11-16,6.37 ,3764.13 ,5345.88 ,"2,948.87","3,980.99",8.53,7.47,44.56,35.87,53.95,301.60,2.38 ,99.83,0.0223,150.7159,18.00,13 ,68 ,566 ,1 ,16 ,47,11 ,2015 ,344 ,23100.00 ,23.01
2015-11-17,6.38 ,3758.39 ,5312.81 ,"2,950.96","3,994.40",8.61,7.45,43.57,35.94,54.45,299.00,2.33 ,120.39,0.0223,150.7159,15.00,12 ,67 ,567 ,2 ,17 ,47,11 ,2015 ,379 ,22280.00 ,23
2015-11-18,6.38 ,3715.58 ,5199.75 ,"2,907.69","3,969.37",8.58,7.65,44.14,35.38,54.60,298.00,2.37 ,153.66,0.0223,150.7159,13.00,12 ,50 ,568 ,3 ,18 ,47,11 ,2015 ,369 ,15000.00 ,23.03
2015-11-19,6.38 ,3774.97 ,5341.45 ,"2,945.65","4,024.13",8.63,7.7,44.18,36.22,54.55,290.40,2.33 ,88.64,0.0223,150.7159,13.00,10 ,60 ,569 ,4 ,19 ,47,11 ,2015 ,420 ,15144.00 ,23.12
2015-11-20,6.39 ,3774.38 ,5420.05 ,"2,957.94","4,021.16",8.51,7.7,44.66,35.63,54.35,287.80,2.26 ,160.72,0.0223,150.7159,16.00,11 ,70 ,572 ,5 ,20 ,47,11 ,2015 ,394 ,106553.00 ,23.13
2015-11-23,6.39 ,3753.34 ,5361.44 ,"2,927.03","3,999.95",8.56,7.85,44.83,35.15,54.00,288.20,2.14 ,99.47,0.0223,150.7159,8.00,3 ,33 ,573 ,1 ,23 ,48,11 ,2015 ,351 ,86000.00 ,23.5
2015-11-24,6.39 ,3753.89 ,5393.08 ,"2,939.10","4,009.34",8.65,7.85,46.12,36.52,53.95,282.20,2.21 ,108.22,0.0223,150.7159,5.00,1 ,30 ,574 ,2 ,24 ,48,11 ,2015 ,364 ,62400.00 ,23.2
2015-11-25,6.39 ,3781.61 ,5478.39 ,"2,967.48","4,032.48",8.62,8,46.17,36.86,53.95,287.00,2.19 ,91.31,0.0223,150.7159,7.00,1 ,84 ,575 ,3 ,25 ,48,11 ,2015 ,355 ,30658.00 ,23.1
2015-11-26,6.39 ,3759.43 ,5454.09 ,"2,975.90","4,017.99",8.58,8.23,45.46,36.65,53.85,293.60,2.20 ,125.25,0.0223,150.7159,10.00,-1 ,63 ,576 ,4 ,26 ,48,11 ,2015 ,364 ,10000.00 ,23.11
2015-11-27,6.40 ,3556.99 ,5060.42 ,"2,774.41","3,792.04",8.58,8.32,44.86,35.83,53.85,295.40,2.20 ,59.91,0.0223,150.7159,9.00,3 ,75 ,579 ,5 ,27 ,48,11 ,2015 ,310 ,10100.00 ,23.05
2015-11-30,6.40 ,3566.41 ,5056.00 ,"2,767.04","3,818.92",8.58,8.35,44.61,35.55,49.95,292.40,2.23 ,125.91,0.0223,150.7159,14.00,8 ,129 ,580 ,1 ,30 ,49,11 ,2015 ,432 ,10600.00 ,23.01
2015-12-01,6.40 ,3591.70 ,5066.93 ,"2,776.38","3,854.30",8.56,8.45,44.44,35.72,49.70,295.20,2.23 ,114.84,0.0223,148.2369,14.00,8 ,80 ,581 ,2 ,1 ,49,12 ,2015 ,657 ,29400.00 ,23.05
2015-12-02,6.40 ,3721.95 ,5066.41 ,"2,812.82","4,039.79",8.48,8.5,42.49,35.28,49.10,297.00,2.22 ,232.99,0.0223,148.2369,14.00,2 ,115 ,582 ,3 ,2 ,49,12 ,2015 ,433 ,30363.00 ,22.2
2015-12-03,6.40 ,3749.30 ,5168.55 ,"2,865.28","4,073.58",8.59,8.6,43.84,33.99,48.95,293.20,2.18 ,97.69,0.0223,148.2369,13.00,1 ,104 ,583 ,4 ,3 ,49,12 ,2015 ,421 ,15260.00 ,22.5
2015-12-04,6.40 ,3677.59 ,5114.99 ,"2,827.45","3,975.11",8.52,8.55,43.00,34.78,48.55,289.00,2.19 ,99.64,0.0223,148.2369,11.00,6 ,64 ,586 ,5 ,4 ,49,12 ,2015 ,393 ,12230.00 ,22.9
2015-12-07,6.41 ,3687.61 ,5165.65 ,"2,833.27","3,968.71",8.41,8.65,40.73,33.91,47.75,288.40,2.18 ,161.51,0.0223,148.2369,13.00,1 ,85 ,587 ,1 ,7 ,50,12 ,2015 ,470 ,11000.00 ,22.94
2015-12-08,6.42 ,3623.02 ,5039.62 ,"2,745.27","3,913.06",8.41,8.7,40.26,32.16,47.40,288.80,2.07 ,131.85,0.0223,148.2369,13.00,2 ,95 ,588 ,2 ,8 ,50,12 ,2015 ,371 ,15632.00 ,23
2015-12-09,6.43 ,3635.94 ,5015.56 ,"2,731.20","3,938.04",8.40,8.7,40.11,32.34,47.45,290.00,2.08 ,78.87,0.0223,148.2369,11.00,6 ,98 ,589 ,3 ,9 ,50,12 ,2015 ,420 ,16400.00 ,23
2015-12-10,6.44 ,3623.08 ,4982.66 ,"2,724.82","3,920.59",8.36,8.83,39.73,32.07,47.40,292.00,2.07 ,108.94,0.0223,148.2369,12.00,6 ,201 ,590 ,4 ,10 ,50,12 ,2015 ,432 ,10333.00 ,22.95
2015-12-11,6.46 ,3608.06 ,4933.13 ,"2,705.40","3,906.01",8.07,8.9,37.93,31.37,47.35,291.20,2.00 ,137.23,0.0223,148.2369,11.00,7 ,293 ,593 ,5 ,11 ,50,12 ,2015 ,346 ,10264.00 ,22.8
2015-12-14,6.46 ,3711.32 ,5053.60 ,"2,788.68","4,042.29",8.07,9.2,37.92,29.55,47.65,294.20,1.98 ,159.53,0.0223,148.2369,10.00,2 ,149 ,594 ,1 ,14 ,51,12 ,2015 ,404 ,27121.00 ,22.8
2015-12-15,6.46 ,3694.39 ,5083.00 ,"2,775.86","4,010.76",8.19,9.25,38.45,29.16,47.70,297.00,1.90 ,127.40,0.0223,148.2369,10.00,1 ,61 ,595 ,2 ,15 ,51,12 ,2015 ,412 ,16268.00 ,22.55
2015-12-16,6.47 ,3685.44 ,5099.57 ,"2,812.81","4,000.52",8.13,9.25,37.19,29.28,47.75,297.20,1.81 ,102.82,0.0223,148.2369,9.00,-4 ,55 ,596 ,3 ,16 ,51,12 ,2015 ,379 ,10.00 ,22.6
2015-12-17,6.48 ,3755.89 ,5246.04 ,"2,855.33","4,087.05",8.07,9.2,37.06,28.34,47.75,300.00,1.83 ,87.58,0.0223,148.2369,9.00,-4 ,80 ,597 ,4 ,17 ,51,12 ,2015 ,305 ,2389.00 ,22.41
2015-12-18,6.48 ,3767.91 ,5254.76 ,"2,860.44","4,116.99",8.06,9.2,36.88,28.39,47.80,299.60,1.74 ,255.53,0.0223,148.2369,9.00,-3 ,97 ,600 ,5 ,18 ,51,12 ,2015 ,329 ,3619.00 ,22.63
2015-12-21,6.48 ,3865.97 ,5314.23 ,"2,897.27","4,232.75",8.19,9.5,36.35,27.44,47.60,307.40,1.77 ,165.22,0.0223,148.2369,9.00,4 ,107 ,601 ,1 ,21 ,52,12 ,2015 ,368 ,11605.00 ,22.79
2015-12-22,6.48 ,3876.73 ,5346.83 ,"2,917.51","4,247.88",8.25,9.45,36.11,27.87,47.60,312.40,1.94 ,128.41,0.0223,148.2369,9.00,4 ,145 ,602 ,2 ,22 ,52,12 ,2015 ,385 ,20964.00 ,23
2015-12-23,6.48 ,3866.38 ,5280.08 ,"2,892.04","4,270.47",8.22,9.45,37.36,27.79,47.80,311.80,1.91 ,132.29,0.0223,148.2369,8.00,4 ,220 ,603 ,3 ,23 ,52,12 ,2015 ,411 ,19659.00 ,22.83
2015-12-24,6.48 ,3829.40 ,5252.37 ,"2,875.89","4,214.10",8.19,9.5,37.89,29.02,47.80,312.20,2.00 ,124.48,0.0223,148.2369,8.00,1 ,208 ,607 ,4 ,24 ,52,12 ,2015 ,724 ,17655.00 ,23.07
2015-12-25,6.48 ,3838.20 ,5292.30 ,"2,893.94","4,233.08",8.28,9.4,37.24,28.78,47.85,305.00,2.02 ,97.34,0.0223,148.2369,12.00,-1 ,334 ,608 ,5 ,25 ,52,12 ,2015 ,454 ,18835.00 ,22.24
2015-12-28,6.49 ,3727.63 ,5158.67 ,"2,814.91","4,089.39",8.31,9.5,36.62,28.55,47.88,302.60,2.04 ,151.46,0.0223,148.2369,9.00,1 ,128 ,609 ,1 ,28 ,53,12 ,2015 ,389 ,60419.00 ,23.08
2015-12-29,6.49 ,3761.87 ,5212.62 ,"2,848.43","4,131.61",8.27,9.4,37.79,28.10,47.90,306.40,2.24 ,92.36,0.0223,148.2369,10.00,1 ,162 ,610 ,2 ,29 ,53,12 ,2015 ,416 ,37734.00 ,24.4
2015-12-30,6.49 ,3765.18 ,5259.23 ,"2,855.73","4,125.26",8.21,9.4,36.46,28.51,48.05,312.00,2.37 ,90.50,0.0223,148.2369,12.00,-2 ,211 ,611 ,3 ,30 ,53,12 ,2015 ,355 ,66698.00 ,23.3
2015-12-31,6.49 ,3731.00 ,5185.98 ,"2,824.67","4,088.19",8.22,9.45,37.28,27.91,48.05,306.20,2.27 ,136.44,0.0223,148.2369,13.00,-1 ,159 ,614 ,4 ,31 ,53,12 ,2015 ,267 ,182700.00 ,21
2016-01-04,6.52 ,3469.07 ,4733.72 ,"2,623.19","3,804.45",8.04,9.48,37.22,28.52,46.37,305.20,2.35 ,204.73,0.0399,118.2111,13.00,6 ,243 ,615 ,1 ,4 ,2,1 ,2016 ,300 ,10560.00 ,23.08
2016-01-05,6.52 ,3478.78 ,4685.70 ,"2,613.13","3,812.85",7.99,9.5,36.42,28.38,46.47,306.60,2.29 ,275.63,0.0399,118.2111,10.00,5 ,132 ,616 ,2 ,5 ,2,1 ,2016 ,305 ,9488.00 ,23.05
2016-01-06,6.56 ,3539.81 ,4811.36 ,"2,770.70","3,863.85",7.74,9.6,34.23,27.12,47.25,307.00,2.34 ,185.61,0.0399,118.2111,10.00,2 ,118 ,617 ,3 ,6 ,2,1 ,2016 ,341 ,23837.00 ,23
2016-01-07,6.59 ,3294.38 ,4372.58 ,"2,557.17","3,614.11",7.54,9.7,33.75,24.30,46.82,309.60,2.29 ,106.91,0.0399,118.2111,7.00,-2 ,133 ,618 ,4 ,7 ,2,1 ,2016 ,320 ,8315.00 ,23.07
2016-01-08,6.59 ,3361.56 ,4423.10 ,"2,687.50","3,672.68",7.41,9.8,33.55,25.98,46.00,306.40,2.40 ,268.77,0.0399,118.2111,8.00,2 ,180 ,621 ,5 ,8 ,2,1 ,2016 ,317 ,10018.00 ,22.89
2016-01-11,6.58 ,3192.45 ,4116.28 ,"2,530.35","3,473.62",7.12,9.8,31.55,24.72,45.58,308.80,2.48 ,190.93,0.0399,118.2111,6.00,1 ,238 ,622 ,1 ,11 ,3,1 ,2016 ,297 ,8605.00 ,22.9
2016-01-12,6.58 ,3215.71 ,4123.31 ,"2,498.84","3,499.96",7.10,9.85,30.86,23.10,45.05,310.20,2.36 ,157.66,0.0399,118.2111,5.00,-2 ,102 ,623 ,2 ,12 ,3,1 ,2016 ,275 ,12318.00 ,22.8
2016-01-13,6.58 ,3155.88 ,3947.72 ,"2,431.84","3,446.49",7.24,9.75,30.31,23.07,44.58,304.60,2.26 ,134.58,0.0399,118.2111,7.00,-1 ,118 ,624 ,3 ,13 ,3,1 ,2016 ,279 ,10070.00 ,22.8
2016-01-14,6.59 ,3221.57 ,4089.56 ,"2,490.85","3,502.60",7.08,9.75,31.03,21.89,45.70,297.00,2.28 ,185.14,0.0399,118.2111,9.00,-1 ,175 ,625 ,4 ,14 ,3,1 ,2016 ,282 ,42050.00 ,22.82
2016-01-15,6.59 ,3118.73 ,3913.38 ,"2,361.68","3,403.41",6.67,9.73,28.94,21.95,43.87,296.20,2.14 ,111.36,0.0399,118.2111,11.00,1 ,168 ,628 ,5 ,15 ,3,1 ,2016 ,311 ,71086.00 ,22.81
2016-01-18,6.58 ,3130.73 ,3993.05 ,"2,343.55","3,409.16",6.71,9.73,28.55,20.49,43.88,299.20,2.09 ,133.59,0.0399,118.2111,9.00,-2 ,249 ,629 ,1 ,18 ,4,1 ,2016 ,343 ,88688.00 ,22.81
2016-01-19,6.58 ,3223.13 ,4186.18 ,"2,420.95","3,501.90",6.81,9.65,28.76,21.12,44.23,307.40,2.12 ,173.07,0.0399,118.2111,8.00,-1 ,185 ,630 ,2 ,19 ,4,1 ,2016 ,336 ,89600.00 ,22.64
2016-01-20,6.58 ,3174.38 ,4153.53 ,"2,391.17","3,445.53",6.31,9.6,27.88,20.13,44.62,312.20,2.09 ,195.74,0.0399,118.2111,4.00,-1 ,134 ,631 ,3 ,20 ,4,1 ,2016 ,316 ,85200.00 ,22.8
2016-01-21,6.58 ,3081.35 ,3955.11 ,"2,318.64","3,349.73",6.17,9.6,29.25,20.02,45.13,314.80,2.14 ,170.04,0.0399,118.2111,2.00,-2 ,94 ,632 ,4 ,21 ,4,1 ,2016 ,285 ,75400.00 ,22.5
2016-01-22,6.58 ,3113.46 ,4025.37 ,"2,381.81","3,383.25",6.32,9.55,32.18,22.83,45.35,322.00,2.14 ,178.13,0.0399,118.2111,2.00,-5 ,80 ,635 ,5 ,22 ,4,1 ,2016 ,344 ,74600.00 ,22.31
2016-01-25,6.58 ,3128.89 ,4060.05 ,"2,445.63","3,397.69",5.87,#N/A,30.50,23.38,44.88,327.60,2.13 ,171.46,0.0399,118.2111,3.00,-4 ,87 ,636 ,1 ,25 ,5,1 ,2016 ,348 ,42248.00 ,22.51
2016-01-26,6.58 ,2940.51 ,3725.32 ,"2,264.36","3,195.76",6.07,9.55,31.80,21.70,44.93,325.40,2.15 ,111.06,0.0399,118.2111,8.00,-1 ,97 ,637 ,2 ,26 ,5,1 ,2016 ,323 ,22900.00 ,22.4
2016-01-27,6.58 ,2930.35 ,3677.98 ,"2,296.39","3,180.97",5.90,9.52,33.10,23.32,45.35,326.20,2.18 ,206.09,0.0399,118.2111,8.00,2 ,97 ,638 ,3 ,27 ,5,1 ,2016 ,264 ,810.00 ,22.2
2016-01-28,6.58 ,2853.76 ,3483.31 ,"2,219.85","3,120.09",6.06,9.52,33.89,25.03,45.23,321.80,2.18 ,153.19,0.0399,118.2111,8.00,4 ,103 ,639 ,4 ,28 ,5,1 ,2016 ,245 ,5939.00 ,22.46
2016-01-29,6.58 ,2946.09 ,3631.24 ,"2,276.57","3,227.72",6.04,9.52,34.74,26.50,44.95,322.60,2.23 ,167.15,0.0399,118.2111,6.00,3 ,117 ,649 ,5 ,29 ,5,1 ,2016 ,216 ,2000.00 ,23.4
2016-02-01,6.58 ,2901.05 ,3565.62 ,"2,200.03","3,175.50",5.68,9.48,34.24,26.32,44.30,325.20,2.31 ,87.11,0.0399,103.7496,3.00,-3 ,149 ,650 ,1 ,1 ,6,2 ,2016 ,207 ,11030.00 ,23
2016-02-02,6.58 ,2961.33 ,3697.69 ,"2,243.60","3,239.94",5.81,9.45,32.72,24.98,45.05,323.20,2.14 ,195.78,0.0399,103.7496,6.00,-4 ,150 ,651 ,2 ,2 ,6,2 ,2016 ,233 ,31730.00 ,21.4
2016-02-03,6.58 ,2948.64 ,3713.68 ,"2,214.03","3,226.34",5.61,9.45,35.04,24.42,45.20,323.80,2.04 ,91.81,0.0399,103.7496,9.00,-1 ,130 ,652 ,3 ,3 ,6,2 ,2016 ,203 ,15966.00 ,23.5
2016-02-04,6.58 ,2984.76 ,3793.01 ,"2,251.98","3,266.06",5.60,9.45,34.46,26.58,44.50,327.20,2.04 ,143.26,0.0399,103.7496,10.00,-1 ,119 ,653 ,4 ,4 ,6,2 ,2016 ,184 ,26175.00 ,23
2016-02-05,6.57 ,2963.79 ,3757.88 ,"2,255.88","3,233.79",5.54,9.47,34.06,23.56,44.15,325.60,1.98 ,140.16,0.0399,103.7496,13.00,-3 ,114 ,656 ,5 ,5 ,6,2 ,2016 ,160 ,13000.00 ,23.5
2016-02-15,6.49 ,2946.71 ,3734.38 ,"2,247.86","3,203.00",4.79,9.27,33.39,25.89,43.50,322.60,1.99 ,145.77,0.0399,103.7496,8.00,-3 ,43 ,657 ,1 ,15 ,8,2 ,2016 ,258 ,5767.00 ,23.41
2016-02-16,6.51 ,3037.04 ,3908.60 ,"2,333.22","3,308.53",4.67,9.35,32.18,27.75,43.45,325.00,1.97 ,210.45,0.0399,103.7496,13.00,-2 ,62 ,658 ,2 ,16 ,8,2 ,2016 ,277 ,3600.00 ,23.44
2016-02-17,6.53 ,3063.32 ,3986.45 ,"2,361.60","3,332.41",5.07,9.15,34.50,24.73,43.55,317.40,1.93 ,215.81,0.0399,103.7496,14.00,1 ,97 ,659 ,3 ,17 ,8,2 ,2016 ,283 ,201300.00 ,23.46
2016-02-18,6.52 ,3053.70 ,3977.74 ,"2,363.62","3,327.62",5.24,9.2,34.28,27.23,43.40,315.20,1.95 ,212.26,0.0399,103.7496,16.00,4 ,97 ,660 ,4 ,18 ,8,2 ,2016 ,350 ,211290.00 ,23.6
2016-02-19,6.52 ,3051.59 ,3992.46 ,"2,357.59","3,321.38",5.15,9.25,33.01,26.63,43.50,321.20,1.85 ,191.41,0.0399,103.7496,16.00,3 ,105 ,663 ,5 ,19 ,8,2 ,2016 ,281 ,210000.00 ,23.4
2016-02-22,6.52 ,3118.87 ,4076.23 ,"2,439.59","3,412.88",5.40,9.25,34.69,26.19,43.60,328.80,1.81 ,183.22,0.0399,103.7496,10.00,3 ,88 ,664 ,1 ,22 ,9,2 ,2016 ,271 ,219000.00 ,22.82
2016-02-23,6.53 ,3089.36 ,4041.29 ,"2,458.63","3,364.84",4.89,9.3,33.27,26.48,44.00,329.60,1.83 ,127.15,0.0399,103.7496,12.00,3 ,195 ,665 ,2 ,23 ,9,2 ,2016 ,342 ,181431.00 ,23.36
