date,ex_rate,hs_300,ind_index,energy_index,finance_index,eua_pr,Nz_pr,oil_BL,oil_Cha,coal_IPE,coal_Cha,ngas_NYX,EPU,PCI,GPR,high_temp,low_temp,AQI,days_from_start,day_of_week,day_of_month,week_of_year,month,year,BD_Index,volume,OT
2014-04-28,6.25 ,2134.97 ,2080.09 ,"2,131.11","1,968.16",5.20,3.09,108.12,107.18,76.65,533.20,4.79 ,69.15,0.0422,93.2215,25.00,13 ,87 ,1 ,1 ,28 ,18,4 ,2014 ,253 ,57357.00 ,24.43
2014-04-29,6.26 ,2158.47 ,2104.68 ,"2,152.43","1,985.00",5.41,3,108.98,105.58,76.15,532.40,4.83 ,107.95,0.0422,93.2215,26.00,13 ,100 ,2 ,2 ,29 ,18,4 ,2014 ,248 ,62994.00 ,24.41
2014-04-30,6.26 ,2158.66 ,2121.12 ,"2,151.48","1,980.38",5.40,3.02,108.07,104.85,75.05,530.80,4.80 ,114.32,0.0422,93.2215,27.00,14 ,92 ,5 ,3 ,30 ,18,4 ,2014 ,216 ,83552.00 ,24.38
2014-05-05,6.25 ,2156.47 ,2135.06 ,"2,158.65","1,971.25",5.21,3.05,107.72,102.70,75.15,532.00,4.70 ,159.75,0.0422,83.4289,23.00,13 ,96 ,6 ,1 ,5 ,19,5 ,2014 ,315 ,50770.00 ,24.11
2014-05-06,6.23 ,2157.33 ,2147.21 ,"2,160.77","1,967.65",5.22,3.05,107.06,102.13,75.30,528.80,4.79 ,90.35,0.0422,83.4289,26.00,17 ,99 ,7 ,2 ,6 ,19,5 ,2014 ,255 ,42494.00 ,24.1
2014-05-07,6.23 ,2137.32 ,2113.61 ,"2,131.55","1,958.40",5.12,3.05,108.13,102.04,74.85,525.40,4.79 ,164.60,0.0422,83.4289,28.00,18 ,103 ,8 ,3 ,7 ,19,5 ,2014 ,309 ,43426.00 ,23.85
2014-05-08,6.23 ,2135.50 ,2115.53 ,"2,153.88","1,962.91",5.13,3.11,108.04,102.04,75.15,527.00,4.72 ,129.05,0.0422,83.4289,30.00,18 ,107 ,9 ,4 ,8 ,19,5 ,2014 ,315 ,45483.00 ,23.73
2014-05-09,6.23 ,2133.91 ,2097.43 ,"2,160.83","1,961.21",5.24,3.11,107.89,102.36,75.25,524.20,4.53 ,107.22,0.0422,83.4289,24.00,18 ,69 ,12 ,5 ,9 ,19,5 ,2014 ,263 ,38590.00 ,23.71
2014-05-12,6.24 ,2180.05 ,2146.70 ,"2,266.71","1,996.27",5.30,3.12,108.41,101.59,75.00,528.00,4.40 ,176.33,0.0422,83.4289,28.00,16 ,103 ,13 ,1 ,12 ,20,5 ,2014 ,249 ,35890.00 ,23.57
2014-05-13,6.23 ,2174.85 ,2145.01 ,"2,254.47","1,994.34",5.28,3.16,109.24,102.00,75.10,527.40,4.38 ,124.10,0.0422,83.4289,27.00,18 ,94 ,14 ,2 ,13 ,20,5 ,2014 ,263 ,70038.00 ,23.67
2014-05-14,6.23 ,2172.37 ,2144.28 ,"2,243.58","1,998.17",5.10,3.15,110.19,102.62,75.30,529.80,4.38 ,127.32,0.0422,83.4289,25.00,16 ,77 ,15 ,3 ,14 ,20,5 ,2014 ,278 ,75370.00 ,23.82
2014-05-15,6.23 ,2144.08 ,2107.65 ,"2,201.81","1,976.37",4.77,3.09,110.44,102.55,75.30,530.20,4.44 ,135.46,0.0422,83.4289,24.00,15 ,81 ,16 ,4 ,15 ,20,5 ,2014 ,250 ,46567.00 ,24.3
2014-05-16,6.23 ,2145.95 ,2109.42 ,"2,207.40","1,977.38",4.79,3.9,109.75,102.79,75.25,523.80,4.41 ,81.14,0.0422,83.4289,24.00,17 ,125 ,19 ,5 ,16 ,20,5 ,2014 ,294 ,41991.00 ,23.82
2014-05-19,6.24 ,2115.14 ,2091.00 ,"2,180.17","1,942.94",4.69,4.15,109.37,103.69,75.10,524.60,4.47 ,185.55,0.0422,83.4289,25.00,17 ,150 ,20 ,1 ,19 ,21,5 ,2014 ,255 ,45736.00 ,23.88
2014-05-20,6.24 ,2115.77 ,2094.60 ,"2,178.93","1,946.59",4.84,4.2,109.69,103.32,74.90,522.00,4.52 ,146.94,0.0422,83.4289,29.00,20 ,216 ,21 ,2 ,20 ,21,5 ,2014 ,240 ,36258.00 ,23.95
2014-05-21,6.23 ,2135.91 ,2112.21 ,"2,214.68","1,962.22",5.12,4.1,110.55,103.70,74.95,518.20,4.49 ,101.24,0.0422,83.4289,28.00,19 ,226 ,22 ,3 ,21 ,21,5 ,2014 ,227 ,49062.00 ,23.83
2014-05-22,6.24 ,2130.87 ,2111.95 ,"2,204.08","1,963.75",5.16,4.3,110.36,104.20,75.10,520.20,4.44 ,90.94,0.0422,83.4289,29.00,21 ,97 ,23 ,4 ,22 ,21,5 ,2014 ,260 ,39071.00 ,24.17
2014-05-23,6.24 ,2148.41 ,2130.28 ,"2,207.47","1,985.72",5.12,4.4,110.54,104.10,75.00,516.60,4.39 ,96.69,0.0422,83.4289,29.00,22 ,71 ,27 ,5 ,23 ,21,5 ,2014 ,209 ,43977.00 ,23.93
2014-05-26,6.24 ,2155.98 ,2154.60 ,"2,207.24","1,986.10",5.09,4.6,110.32,103.79,74.80,518.60,4.45 ,142.37,0.0422,83.4289,30.00,20 ,285 ,28 ,1 ,26 ,22,5 ,2014 ,279 ,53045.00 ,24.1
2014-05-27,6.25 ,2147.28 ,2144.64 ,"2,193.96","1,980.89",5.17,4.65,110.02,104.09,74.80,516.40,4.50 ,182.32,0.0422,83.4289,31.00,20 ,135 ,29 ,2 ,27 ,22,5 ,2014 ,278 ,42235.00 ,23.88
2014-05-28,6.26 ,2169.35 ,2165.67 ,"2,213.06","2,002.86",5.20,5.2,109.81,104.03,74.80,517.60,4.61 ,100.32,0.0422,83.4289,32.00,21 ,125 ,30 ,3 ,28 ,22,5 ,2014 ,305 ,39347.00 ,23.94
2014-05-29,6.24 ,2155.16 ,2141.87 ,"2,198.24","1,990.13",5.20,5.15,109.97,103.83,74.80,515.60,4.59 ,101.08,0.0422,83.4289,32.00,22 ,149 ,33 ,4 ,29 ,22,5 ,2014 ,251 ,49285.00 ,24.23
2014-05-30,6.25 ,2156.46 ,2144.08 ,"2,197.44","1,987.73",5.05,5,109.41,103.68,74.75,510.60,4.56 ,119.36,0.0422,83.4289,30.00,24 ,108 ,34 ,5 ,30 ,22,5 ,2014 ,265 ,42430.00 ,23.9
2014-06-03,6.25 ,2149.92 ,2138.98 ,"2,211.84","1,983.01",5.43,5,108.82,104.12,74.15,511.40,4.58 ,94.45,0.0422,98.7671,29.00,19 ,79 ,35 ,2 ,3 ,23,6 ,2014 ,284 ,38890.00 ,23.93
2014-06-04,6.25 ,2128.27 ,2122.26 ,"2,204.16","1,962.46",5.39,5,108.40,105.94,73.90,511.80,4.61 ,82.42,0.0422,98.7671,29.00,20 ,124 ,36 ,3 ,4 ,23,6 ,2014 ,329 ,40311.00 ,24
2014-06-05,6.25 ,2150.60 ,2146.14 ,"2,223.51","1,986.94",5.54,5.05,108.79,105.71,72.95,512.20,4.60 ,147.19,0.0422,98.7671,30.00,21 ,152 ,37 ,4 ,5 ,23,6 ,2014 ,291 ,37699.00 ,23.88
2014-06-06,6.25 ,2134.72 ,2140.30 ,"2,204.73","1,972.20",5.44,4.92,108.61,106.62,72.75,513.40,4.72 ,134.09,0.0422,98.7671,31.00,22 ,176 ,40 ,5 ,6 ,23,6 ,2014 ,284 ,46743.00 ,23.81
2014-06-09,6.24 ,2134.28 ,2131.13 ,"2,191.82","1,976.78",5.53,4.9,109.99,105.61,72.75,510.40,4.63 ,272.71,0.0422,98.7671,33.00,22 ,200 ,41 ,1 ,9 ,24,6 ,2014 ,266 ,40005.00 ,23.83
2014-06-10,6.23 ,2161.27 ,2157.50 ,"2,219.25","2,003.92",5.49,4.9,109.52,106.19,72.70,507.80,4.54 ,93.90,0.0422,98.7671,33.00,22 ,150 ,42 ,2 ,10 ,24,6 ,2014 ,352 ,51044.00 ,23.59
2014-06-11,6.23 ,2160.77 ,2171.19 ,"2,218.76","1,995.90",5.36,4.9,109.95,106.13,72.60,505.80,4.53 ,100.28,0.0422,98.7671,33.00,22 ,155 ,43 ,3 ,11 ,24,6 ,2014 ,402 ,69436.00 ,23.68
2014-06-12,6.22 ,2153.41 ,2170.80 ,"2,212.82","1,988.70",5.55,4.7,113.02,107.10,72.60,503.20,4.75 ,99.70,0.0422,98.7671,33.00,22 ,268 ,44 ,4 ,12 ,24,6 ,2014 ,299 ,42191.00 ,23.47
2014-06-13,6.21 ,2176.24 ,2194.38 ,"2,232.04","2,016.64",5.66,4.7,113.41,109.57,72.90,504.00,4.75 ,116.80,0.0422,98.7671,31.00,21 ,207 ,47 ,5 ,13 ,24,6 ,2014 ,240 ,42435.00 ,22.24
2014-06-16,6.23 ,2191.86 ,2214.68 ,"2,257.20","2,033.92",5.63,4.7,112.94,108.57,73.05,503.20,4.75 ,161.72,0.0422,98.7671,26.00,21 ,90 ,48 ,1 ,16 ,25,6 ,2014 ,280 ,42312.00 ,23.32
2014-06-17,6.23 ,2169.67 ,2194.72 ,"2,236.66","2,014.44",5.70,4.1,113.45,107.69,72.80,503.80,4.68 ,92.70,0.0422,98.7671,29.00,22 ,97 ,49 ,2 ,17 ,25,6 ,2014 ,261 ,55305.00 ,22.85
2014-06-18,6.23 ,2160.24 ,2178.54 ,"2,227.55","2,003.26",5.65,4.2,114.26,108.86,72.55,504.00,4.75 ,104.50,0.0422,98.7671,32.00,23 ,146 ,50 ,3 ,18 ,25,6 ,2014 ,248 ,43208.00 ,22.84
2014-06-19,6.23 ,2126.91 ,2127.36 ,"2,175.63","1,975.83",5.54,4.2,115.06,109.13,72.65,500.00,4.63 ,129.36,0.0422,98.7671,33.00,23 ,110 ,51 ,4 ,19 ,25,6 ,2014 ,265 ,49128.00 ,22.96
2014-06-20,6.23 ,2136.73 ,2147.04 ,"2,192.05","1,989.69",5.65,4.2,114.81,109.39,72.50,497.20,4.55 ,101.74,0.0422,98.7671,31.00,24 ,139 ,54 ,5 ,20 ,25,6 ,2014 ,278 ,35251.00 ,22.92
2014-06-23,6.23 ,2134.11 ,2160.78 ,"2,206.12","1,981.61",5.79,4.15,114.12,109.57,72.40,496.80,4.47 ,94.34,0.0422,98.7671,29.00,22 ,88 ,55 ,1 ,23 ,26,6 ,2014 ,255 ,52329.00 ,22.91
2014-06-24,6.23 ,2144.82 ,2177.20 ,"2,218.41","1,988.98",5.74,4.15,114.46,107.73,72.25,495.40,4.49 ,123.15,0.0422,98.7671,27.00,22 ,75 ,56 ,2 ,24 ,26,6 ,2014 ,303 ,37453.00 ,22.87
2014-06-25,6.23 ,2133.37 ,2165.74 ,"2,226.06","1,980.60",5.71,4.2,114.00,107.64,72.40,495.40,4.55 ,96.58,0.0422,98.7671,25.00,21 ,54 ,57 ,3 ,25 ,26,6 ,2014 ,265 ,41431.00 ,22.91
2014-06-26,6.23 ,2149.08 ,2194.55 ,"2,235.81","1,995.06",5.70,4.2,113.21,107.39,72.35,495.20,4.42 ,121.61,0.0422,98.7671,24.00,20 ,48 ,58 ,4 ,26 ,26,6 ,2014 ,271 ,50022.00 ,22.68
2014-06-27,6.22 ,2150.26 ,2214.58 ,"2,236.90","1,992.24",5.76,4.2,113.30,106.90,72.35,500.40,4.44 ,105.89,0.0422,98.7671,29.00,22 ,51 ,61 ,5 ,27 ,26,6 ,2014 ,301 ,42155.00 ,22.63
2014-06-30,6.21 ,2165.12 ,2243.28 ,"2,243.24","2,004.31",5.81,4.2,112.36,105.98,73.62,500.00,4.44 ,99.67,0.0422,98.7671,27.00,22 ,103 ,62 ,1 ,30 ,27,6 ,2014 ,361 ,62454.00 ,22.68
2014-07-01,6.20 ,2164.56 ,2252.19 ,"2,244.43","2,003.28",6.01,4.2,112.29,106.01,73.75,497.20,4.45 ,120.64,0.0062,138.7540,28.00,23 ,88 ,63 ,2 ,1 ,27,7 ,2014 ,382 ,33999.00 ,22.83
2014-07-02,6.21 ,2170.87 ,2272.48 ,"2,254.35","2,011.93",6.07,4.2,111.24,105.48,73.48,497.40,4.42 ,101.37,0.0062,138.7540,29.00,22 ,67 ,64 ,3 ,2 ,27,7 ,2014 ,475 ,52073.00 ,22.94
2014-07-03,6.21 ,2180.19 ,2284.89 ,"2,251.25","2,021.61",5.99,4.2,111.00,103.79,73.12,495.60,4.34 ,126.03,0.0062,138.7540,33.00,24 ,95 ,65 ,4 ,3 ,27,7 ,2014 ,417 ,52724.00 ,22.82
2014-07-04,6.20 ,2178.70 ,2280.37 ,"2,255.88","2,026.09",5.65,4.2,110.64,104.41,73.18,493.00,4.29 ,156.10,0.0062,138.7540,26.00,21 ,49 ,68 ,5 ,4 ,27,7 ,2014 ,447 ,44752.00 ,22.73
2014-07-07,6.20 ,2176.29 ,2289.45 ,"2,250.43","2,034.13",5.54,4.15,110.24,103.60,73.35,493.00,4.23 ,118.96,0.0062,138.7540,32.00,24 ,90 ,69 ,1 ,7 ,28,7 ,2014 ,442 ,38383.00 ,22.93
2014-07-08,6.20 ,2180.47 ,2299.46 ,"2,253.70","2,034.68",5.73,4.15,108.94,102.91,73.32,493.20,4.20 ,124.47,0.0062,138.7540,33.00,24 ,124 ,70 ,2 ,8 ,28,7 ,2014 ,434 ,37879.00 ,23.25
2014-07-09,6.20 ,2148.71 ,2272.54 ,"2,216.36","2,006.55",5.79,4.15,108.28,101.77,73.02,493.60,4.17 ,87.35,0.0062,138.7540,34.00,24 ,121 ,71 ,3 ,9 ,28,7 ,2014 ,520 ,47742.00 ,23.24
2014-07-10,6.20 ,2142.85 ,2276.69 ,"2,212.49","2,005.19",5.66,4.15,108.67,101.25,72.98,492.60,4.17 ,117.65,0.0062,138.7540,34.00,25 ,145 ,72 ,4 ,10 ,28,7 ,2014 ,1292 ,36873.00 ,23.29
2014-07-11,6.20 ,2148.01 ,2302.99 ,"2,228.29","2,016.05",5.72,4.15,106.66,101.78,72.97,491.60,4.14 ,135.78,0.0062,138.7540,32.00,24 ,109 ,75 ,5 ,11 ,28,7 ,2014 ,2143 ,41097.00 ,23.8
2014-07-14,6.21 ,2171.76 ,2334.12 ,"2,240.20","2,034.26",5.86,4.1,106.98,100.44,73.45,492.00,4.15 ,124.64,0.0062,138.7540,29.00,23 ,62 ,76 ,1 ,14 ,29,7 ,2014 ,298 ,37215.00 ,24.07
2014-07-15,6.21 ,2174.98 ,2328.63 ,"2,239.21","2,030.97",5.92,4.07,106.02,100.41,73.38,487.60,4.15 ,102.83,0.0062,138.7540,28.00,23 ,50 ,77 ,2 ,15 ,29,7 ,2014 ,299 ,42500.00 ,24.13
2014-07-16,6.20 ,2170.87 ,2305.94 ,"2,241.47","2,029.91",6.02,4.02,105.85,100.54,73.30,479.80,4.13 ,108.94,0.0062,138.7540,28.00,24 ,38 ,78 ,3 ,16 ,29,7 ,2014 ,276 ,32708.00 ,23.98
2014-07-17,6.20 ,2157.07 ,2292.82 ,"2,236.06","2,022.61",6.13,4,107.89,100.69,73.70,480.60,4.05 ,100.86,0.0062,138.7540,28.00,24 ,53 ,79 ,4 ,17 ,29,7 ,2014 ,270 ,42905.00 ,23.93
2014-07-18,6.21 ,2164.14 ,2294.39 ,"2,230.57","2,037.32",5.98,3.95,107.24,101.50,73.73,476.20,3.96 ,129.27,0.0062,138.7540,32.00,25 ,64 ,82 ,5 ,18 ,29,7 ,2014 ,259 ,32430.00 ,23.8
2014-07-21,6.21 ,2166.30 ,2292.01 ,"2,207.11","2,033.16",6.04,4,107.68,100.13,74.17,477.80,3.88 ,101.27,0.0062,138.7540,36.00,26 ,74 ,83 ,1 ,21 ,30,7 ,2014 ,267 ,42644.00 ,23.54
2014-07-22,6.20 ,2192.70 ,2321.22 ,"2,240.25","2,058.29",6.15,4,107.33,100.95,75.10,479.60,3.81 ,91.89,0.0062,138.7540,38.00,28 ,95 ,84 ,2 ,22 ,30,7 ,2014 ,285 ,31456.00 ,23.65
2014-07-23,6.20 ,2197.83 ,2313.62 ,"2,243.00","2,071.63",6.15,3.97,108.03,100.19,75.35,479.00,3.77 ,81.97,0.0062,138.7540,38.00,27 ,88 ,85 ,3 ,23 ,30,7 ,2014 ,252 ,42168.00 ,23.53
2014-07-24,6.19 ,2237.02 ,2311.08 ,"2,284.43","2,130.07",6.03,3.95,107.07,100.97,75.45,479.80,3.84 ,124.64,0.0062,138.7540,33.00,25 ,97 ,86 ,4 ,24 ,30,7 ,2014 ,302 ,60062.00 ,23.41
2014-07-25,6.19 ,2260.45 ,2331.86 ,"2,323.02","2,148.28",6.11,4,108.39,100.40,75.90,482.40,3.78 ,87.20,0.0062,138.7540,33.00,23 ,103 ,89 ,5 ,25 ,30,7 ,2014 ,282 ,28824.00 ,23.11
2014-07-28,6.19 ,2323.90 ,2373.65 ,"2,396.53","2,230.48",6.17,4,107.57,100.62,78.45,483.00,3.84 ,135.35,0.0062,138.7540,35.00,25 ,113 ,90 ,1 ,28 ,31,7 ,2014 ,220 ,28233.00 ,22.7
2014-07-29,6.18 ,2331.37 ,2398.24 ,"2,400.36","2,245.37",6.02,3.97,107.72,100.82,77.45,479.20,3.73 ,103.58,0.0062,138.7540,36.00,26 ,85 ,91 ,2 ,29 ,31,7 ,2014 ,251 ,26504.00 ,23.9
2014-07-30,6.17 ,2322.01 ,2402.79 ,"2,448.24","2,228.86",6.11,3.97,106.51,100.70,76.45,480.80,3.78 ,191.46,0.0062,138.7540,38.00,28 ,66 ,92 ,3 ,30 ,31,7 ,2014 ,239 ,30910.00 ,23.5
2014-07-31,6.17 ,2350.25 ,2421.26 ,"2,471.91","2,260.89",6.19,3.9,106.02,99.00,76.30,482.20,3.84 ,79.89,0.0062,138.7540,36.00,25 ,85 ,93 ,4 ,31 ,31,7 ,2014 ,246 ,26001.00 ,23.92
2014-08-01,6.18 ,2329.40 ,2391.71 ,"2,462.37","2,229.19",6.26,3.95,104.84,99.13,76.30,511.60,3.79 ,157.07,0.0062,136.4456,35.00,25 ,71 ,96 ,5 ,1 ,31,8 ,2014 ,207 ,22617.00 ,23.37
2014-08-04,6.18 ,2375.62 ,2430.72 ,"2,519.00","2,281.46",6.22,3.95,105.41,98.00,76.60,514.20,3.84 ,134.83,0.0062,136.4456,36.00,27 ,137 ,97 ,1 ,4 ,32,8 ,2014 ,241 ,13508.00 ,23.19
2014-08-05,6.17 ,2369.35 ,2443.97 ,"2,529.70","2,263.13",6.18,3.95,104.61,98.42,77.00,517.80,3.89 ,123.85,0.0062,136.4456,36.00,27 ,107 ,98 ,2 ,5 ,32,8 ,2014 ,233 ,19142.00 ,23.09
2014-08-06,6.16 ,2363.22 ,2457.26 ,"2,524.55","2,246.94",6.19,3.95,104.59,97.72,77.25,514.20,3.95 ,125.68,0.0062,136.4456,35.00,26 ,97 ,99 ,3 ,6 ,32,8 ,2014 ,224 ,28205.00 ,23.06
2014-08-07,6.16 ,2327.46 ,2429.30 ,"2,481.31","2,210.46",5.93,3.95,105.44,97.64,77.85,513.00,3.88 ,101.57,0.0062,136.4456,32.00,23 ,67 ,100 ,4 ,7 ,32,8 ,2014 ,233 ,16439.00 ,23.05
2014-08-08,6.16 ,2331.13 ,2445.59 ,"2,486.76","2,212.22",5.96,3.95,105.02,99.21,78.25,514.00,3.98 ,114.28,0.0062,136.4456,30.00,23 ,69 ,103 ,5 ,8 ,32,8 ,2014 ,260 ,16181.00 ,23.05
2014-08-11,6.15 ,2365.35 ,2484.47 ,"2,518.73","2,248.06",6.11,3.95,104.68,98.39,77.55,513.60,3.99 ,116.84,0.0062,136.4456,26.00,21 ,63 ,104 ,1 ,11 ,33,8 ,2014 ,232 ,9537.00 ,23
2014-08-12,6.16 ,2357.05 ,2494.09 ,"2,521.77","2,234.94",6.09,3.95,103.02,97.60,77.40,511.20,3.98 ,193.16,0.0062,136.4456,24.00,20 ,74 ,105 ,2 ,12 ,33,8 ,2014 ,242 ,13226.00 ,22.54
2014-08-13,6.15 ,2358.90 ,2487.39 ,"2,551.08","2,240.65",6.21,3.9,104.28,96.23,77.45,513.60,3.82 ,89.65,0.0062,136.4456,24.00,20 ,59 ,106 ,3 ,13 ,33,8 ,2014 ,203 ,11443.00 ,23
2014-08-14,6.15 ,2335.95 ,2479.94 ,"2,502.61","2,218.08",6.21,3.85,102.01,97.58,76.85,512.00,3.89 ,142.02,0.0062,136.4456,29.00,21 ,62 ,107 ,4 ,14 ,33,8 ,2014 ,255 ,6524.00 ,22.53
2014-08-15,6.15 ,2360.64 ,2507.08 ,"2,521.63","2,244.14",6.36,3.85,103.53,95.02,77.65,518.40,3.78 ,162.53,0.0062,136.4456,31.00,22 ,130 ,110 ,5 ,15 ,33,8 ,2014 ,205 ,39298.00 ,22.85
2014-08-18,6.14 ,2374.56 ,2543.50 ,"2,544.20","2,248.42",6.32,3.85,101.60,95.26,76.85,523.60,3.81 ,94.60,0.0062,136.4456,26.00,20 ,66 ,111 ,1 ,18 ,34,8 ,2014 ,227 ,27318.00 ,22.62
2014-08-19,6.14 ,2374.77 ,2553.28 ,"2,570.80","2,243.55",6.43,3.85,101.56,94.58,76.75,522.40,3.87 ,98.03,0.0062,136.4456,30.00,20 ,88 ,112 ,2 ,19 ,34,8 ,2014 ,224 ,7223.00 ,22.5
2014-08-20,6.14 ,2366.14 ,2556.88 ,"2,549.45","2,233.95",6.41,3.85,102.28,95.09,76.90,519.60,3.83 ,68.08,0.0062,136.4456,31.00,21 ,95 ,113 ,3 ,20 ,34,8 ,2014 ,224 ,6935.00 ,23.25
2014-08-21,6.15 ,2354.24 ,2555.72 ,"2,531.89","2,217.19",6.34,3.8,102.63,94.50,77.00,519.00,3.89 ,143.59,0.0062,136.4456,32.00,22 ,110 ,114 ,4 ,21 ,34,8 ,2014 ,231 ,4366.00 ,22.81
2014-08-22,6.15 ,2365.36 ,2575.01 ,"2,533.86","2,232.28",6.35,3.8,102.29,95.41,76.90,519.00,3.88 ,104.10,0.0062,136.4456,31.00,23 ,113 ,117 ,5 ,22 ,34,8 ,2014 ,242 ,4583.00 ,22.3
2014-08-25,6.16 ,2342.86 ,2559.56 ,"2,515.80","2,204.46",6.32,3.8,102.65,95.26,76.95,520.60,3.93 ,126.60,0.0062,136.4456,30.00,23 ,86 ,118 ,1 ,25 ,35,8 ,2014 ,242 ,24124.00 ,23
2014-08-26,6.15 ,2324.09 ,2512.18 ,"2,483.01","2,193.75",6.29,3.9,102.50,95.57,77.00,519.20,3.92 ,93.11,0.0062,136.4456,25.00,21 ,77 ,119 ,2 ,26 ,35,8 ,2014 ,198 ,8545.00 ,22.95
2014-08-27,6.14 ,2327.60 ,2523.58 ,"2,497.34","2,193.28",6.35,4,102.72,95.86,77.00,520.20,3.97 ,76.64,0.0062,136.4456,27.00,22 ,53 ,120 ,3 ,27 ,35,8 ,2014 ,226 ,6001.00 ,23.02
2014-08-28,6.14 ,2311.28 ,2498.35 ,"2,523.42","2,174.72",6.43,4,102.46,95.47,77.00,514.00,4.05 ,85.60,0.0062,136.4456,29.00,23 ,53 ,121 ,4 ,28 ,35,8 ,2014 ,218 ,15759.00 ,23.48
2014-08-29,6.14 ,2338.29 ,2532.52 ,"2,529.80","2,198.93",6.38,4.25,103.19,95.76,76.95,511.20,4.08 ,71.57,0.0062,136.4456,28.00,23 ,52 ,125 ,5 ,29 ,35,8 ,2014 ,219 ,37659.00 ,23.92
2014-09-01,6.14 ,2355.32 ,2578.54 ,"2,543.11","2,208.34",6.39,4.25,102.79,95.65,77.15,510.80,4.01 ,134.59,0.0062,131.5567,26.00,22 ,40 ,126 ,1 ,1 ,36,9 ,2014 ,232 ,6505.00 ,23.79
2014-09-02,6.15 ,2386.46 ,2628.31 ,"2,580.40","2,243.44",6.38,4.35,100.34,95.14,76.55,512.20,3.89 ,133.44,0.0062,131.5567,23.00,19 ,47 ,127 ,2 ,2 ,36,9 ,2014 ,250 ,7710.00 ,23.78
2014-09-03,6.14 ,2408.84 ,2655.70 ,"2,613.35","2,262.02",6.32,4.35,102.77,93.53,76.15,511.20,3.85 ,128.95,0.0062,131.5567,28.00,18 ,70 ,128 ,3 ,3 ,36,9 ,2014 ,232 ,46270.00 ,23.88
2014-09-04,6.14 ,2426.22 ,2686.65 ,"2,619.67","2,287.07",6.11,4.35,101.83,94.81,75.60,514.80,3.86 ,62.64,0.0062,131.5567,29.00,18 ,109 ,131 ,4 ,4 ,36,9 ,2014 ,240 ,9242.00 ,23.83
2014-09-05,6.14 ,2449.26 ,2719.04 ,"2,635.42","2,300.58",6.26,4.35,100.82,94.85,75.20,513.20,3.81 ,99.11,0.0062,131.5567,29.00,20 ,113 ,132 ,5 ,5 ,36,9 ,2014 ,249 ,11868.00 ,23.95
2014-09-09,6.14 ,2445.22 ,2738.61 ,"2,646.00","2,282.95",6.12,4.45,99.16,93.16,75.20,511.20,3.98 ,188.84,0.0062,131.5567,32.00,24 ,70 ,133 ,2 ,9 ,37,9 ,2014 ,250 ,12651.00 ,22.03
2014-09-10,6.13 ,2432.43 ,2752.65 ,"2,624.84","2,265.23",6.08,4.5,98.04,92.48,75.35,509.00,3.95 ,129.28,0.0062,131.5567,30.00,23 ,77 ,134 ,3 ,10 ,37,9 ,2014 ,221 ,20537.00 ,24.01
2014-09-11,6.13 ,2423.45 ,2754.95 ,"2,606.09","2,262.99",6.10,4.5,98.08,91.10,75.50,508.60,3.84 ,180.76,0.0062,131.5567,30.00,23 ,89 ,135 ,4 ,11 ,37,9 ,2014 ,237 ,10860.00 ,24.01
2014-09-12,6.13 ,2438.36 ,2797.40 ,"2,636.26","2,274.06",6.04,4.5,97.11,92.08,75.75,509.20,3.84 ,138.42,0.0062,131.5567,29.00,18 ,69 ,138 ,5 ,12 ,37,9 ,2014 ,253 ,6939.00 ,24.23
2014-09-15,6.14 ,2437.19 ,2823.29 ,"2,664.32","2,269.33",5.91,4.5,96.65,90.24,75.55,512.40,3.93 ,180.68,0.0062,131.5567,27.00,21 ,45 ,139 ,1 ,15 ,38,9 ,2014 ,213 ,6645.00 ,24.24
2014-09-16,6.15 ,2388.77 ,2729.61 ,"2,583.40","2,239.00",5.79,4.45,99.05,90.45,75.25,512.60,3.99 ,84.45,0.0062,131.5567,27.00,21 ,58 ,140 ,2 ,16 ,38,9 ,2014 ,234 ,9494.00 ,24.3
2014-09-17,6.14 ,2401.33 ,2750.66 ,"2,590.35","2,251.10",5.88,4.5,98.97,91.47,75.25,513.20,4.01 ,176.91,0.0062,131.5567,28.00,19 ,51 ,141 ,3 ,17 ,38,9 ,2014 ,261 ,15550.00 ,24.2
2014-09-18,6.14 ,2408.66 ,2761.00 ,"2,615.43","2,259.67",5.97,4.45,97.70,91.38,75.20,513.00,3.90 ,123.62,0.0062,131.5567,20.00,16 ,35 ,142 ,4 ,18 ,38,9 ,2014 ,233 ,9116.00 ,24.22
2014-09-19,6.14 ,2425.21 ,2794.03 ,"2,626.23","2,273.67",6.01,4.45,98.39,89.98,75.10,511.40,3.84 ,127.78,0.0062,131.5567,23.00,16 ,37 ,145 ,5 ,19 ,38,9 ,2014 ,358 ,20700.00 ,24.2
2014-09-22,6.14 ,2378.92 ,2751.47 ,"2,590.34","2,227.84",5.98,4.45,96.97,90.34,75.05,514.60,3.86 ,94.92,0.0062,131.5567,28.00,18 ,73 ,146 ,1 ,22 ,39,9 ,2014 ,331 ,11740.00 ,24.5
2014-09-23,6.14 ,2399.46 ,2796.06 ,"2,603.06","2,248.42",5.65,4.42,96.85,90.07,75.05,516.00,3.83 ,79.30,0.0062,131.5567,28.00,19 ,63 ,154 ,2 ,23 ,39,9 ,2014 ,312 ,27371.00 ,24.52
