date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15.00 ,16.00 ,17,18,19,20,21,22,23,24,25,OT
2014/7/3,6.21 ,2180.19 ,2284.89 ,2251.25 ,2021.61 ,5.99 ,4.20 ,111.00 ,103.79 ,73.12 ,495.60 ,4.34 ,126.03 ,0.01 ,138.75 ,33.00 ,24.00 ,95.00 ,65.00 ,4.00 ,3.00 ,27.00 ,7.00 ,2014.00 ,417.00 ,52724.00 ,22.82 
2014/7/4,6.20 ,2178.70 ,2280.37 ,2255.88 ,2026.09 ,5.65 ,4.20 ,110.64 ,104.41 ,73.18 ,493.00 ,4.29 ,156.10 ,0.01 ,138.75 ,26.00 ,21.00 ,49.00 ,68.00 ,5.00 ,4.00 ,27.00 ,7.00 ,2014.00 ,447.00 ,44752.00 ,22.73 
2014/7/7,6.20 ,2176.29 ,2289.45 ,2250.43 ,2034.13 ,5.54 ,4.15 ,110.24 ,103.60 ,73.35 ,493.00 ,4.23 ,118.96 ,0.01 ,138.75 ,32.00 ,24.00 ,90.00 ,69.00 ,1.00 ,7.00 ,28.00 ,7.00 ,2014.00 ,442.00 ,38383.00 ,22.93 
2014/7/8,6.20 ,2180.47 ,2299.46 ,2253.70 ,2034.68 ,5.73 ,4.15 ,108.94 ,102.91 ,73.32 ,493.20 ,4.20 ,124.47 ,0.01 ,138.75 ,33.00 ,24.00 ,124.00 ,70.00 ,2.00 ,8.00 ,28.00 ,7.00 ,2014.00 ,434.00 ,37879.00 ,23.25 
2014/7/9,6.20 ,2148.71 ,2272.54 ,2216.36 ,2006.55 ,5.79 ,4.15 ,108.28 ,101.77 ,73.02 ,493.60 ,4.17 ,87.35 ,0.01 ,138.75 ,34.00 ,24.00 ,121.00 ,71.00 ,3.00 ,9.00 ,28.00 ,7.00 ,2014.00 ,520.00 ,47742.00 ,23.24 
2014/7/10,6.20 ,2142.85 ,2276.69 ,2212.49 ,2005.19 ,5.66 ,4.15 ,108.67 ,101.25 ,72.98 ,492.60 ,4.17 ,117.65 ,0.01 ,138.75 ,34.00 ,25.00 ,145.00 ,72.00 ,4.00 ,10.00 ,28.00 ,7.00 ,2014.00 ,1292.00 ,36873.00 ,23.29 
2014/7/11,6.20 ,2148.01 ,2302.99 ,2228.29 ,2016.05 ,5.72 ,4.15 ,106.66 ,101.78 ,72.97 ,491.60 ,4.14 ,135.78 ,0.01 ,138.75 ,32.00 ,24.00 ,109.00 ,75.00 ,5.00 ,11.00 ,28.00 ,7.00 ,2014.00 ,2143.00 ,41097.00 ,23.80 
2014/7/14,6.21 ,2171.76 ,2334.12 ,2240.20 ,2034.26 ,5.86 ,4.10 ,106.98 ,100.44 ,73.45 ,492.00 ,4.15 ,124.64 ,0.01 ,138.75 ,29.00 ,23.00 ,62.00 ,76.00 ,1.00 ,14.00 ,29.00 ,7.00 ,2014.00 ,298.00 ,37215.00 ,24.07 
2014/7/15,6.21 ,2174.98 ,2328.63 ,2239.21 ,2030.97 ,5.92 ,4.07 ,106.02 ,100.41 ,73.38 ,487.60 ,4.15 ,102.83 ,0.01 ,138.75 ,28.00 ,23.00 ,50.00 ,77.00 ,2.00 ,15.00 ,29.00 ,7.00 ,2014.00 ,299.00 ,42500.00 ,24.13 
2014/7/16,6.20 ,2170.87 ,2305.94 ,2241.47 ,2029.91 ,6.02 ,4.02 ,105.85 ,100.54 ,73.30 ,479.80 ,4.13 ,108.94 ,0.01 ,138.75 ,28.00 ,24.00 ,38.00 ,78.00 ,3.00 ,16.00 ,29.00 ,7.00 ,2014.00 ,276.00 ,32708.00 ,23.98 
2014/7/17,6.20 ,2157.07 ,2292.82 ,2236.06 ,2022.61 ,6.13 ,4.00 ,107.89 ,100.69 ,73.70 ,480.60 ,4.05 ,100.86 ,0.01 ,138.75 ,28.00 ,24.00 ,53.00 ,79.00 ,4.00 ,17.00 ,29.00 ,7.00 ,2014.00 ,270.00 ,42905.00 ,23.93 
2014/7/18,6.21 ,2164.14 ,2294.39 ,2230.57 ,2037.32 ,5.98 ,3.95 ,107.24 ,101.50 ,73.73 ,476.20 ,3.96 ,129.27 ,0.01 ,138.75 ,32.00 ,25.00 ,64.00 ,82.00 ,5.00 ,18.00 ,29.00 ,7.00 ,2014.00 ,259.00 ,32430.00 ,23.80 
2014/7/21,6.21 ,2166.30 ,2292.01 ,2207.11 ,2033.16 ,6.04 ,4.00 ,107.68 ,100.13 ,74.17 ,477.80 ,3.88 ,101.27 ,0.01 ,138.75 ,36.00 ,26.00 ,74.00 ,83.00 ,1.00 ,21.00 ,30.00 ,7.00 ,2014.00 ,267.00 ,42644.00 ,23.54 
2014/7/22,6.20 ,2192.70 ,2321.22 ,2240.25 ,2058.29 ,6.15 ,4.00 ,107.33 ,100.95 ,75.10 ,479.60 ,3.81 ,91.89 ,0.01 ,138.75 ,38.00 ,28.00 ,95.00 ,84.00 ,2.00 ,22.00 ,30.00 ,7.00 ,2014.00 ,285.00 ,31456.00 ,23.65 
2014/7/23,6.20 ,2197.83 ,2313.62 ,2243.00 ,2071.63 ,6.15 ,3.97 ,108.03 ,100.19 ,75.35 ,479.00 ,3.77 ,81.97 ,0.01 ,138.75 ,38.00 ,27.00 ,88.00 ,85.00 ,3.00 ,23.00 ,30.00 ,7.00 ,2014.00 ,252.00 ,42168.00 ,23.53 
2014/7/24,6.19 ,2237.02 ,2311.08 ,2284.43 ,2130.07 ,6.03 ,3.95 ,107.07 ,100.97 ,75.45 ,479.80 ,3.84 ,124.64 ,0.01 ,138.75 ,33.00 ,25.00 ,97.00 ,86.00 ,4.00 ,24.00 ,30.00 ,7.00 ,2014.00 ,302.00 ,60062.00 ,23.41 
2014/7/25,6.19 ,2260.45 ,2331.86 ,2323.02 ,2148.28 ,6.11 ,4.00 ,108.39 ,100.40 ,75.90 ,482.40 ,3.78 ,87.20 ,0.01 ,138.75 ,33.00 ,23.00 ,103.00 ,89.00 ,5.00 ,25.00 ,30.00 ,7.00 ,2014.00 ,282.00 ,28824.00 ,23.11 
2014/7/28,6.19 ,2323.90 ,2373.65 ,2396.53 ,2230.48 ,6.17 ,4.00 ,107.57 ,100.62 ,78.45 ,483.00 ,3.84 ,135.35 ,0.01 ,138.75 ,35.00 ,25.00 ,113.00 ,90.00 ,1.00 ,28.00 ,31.00 ,7.00 ,2014.00 ,220.00 ,28233.00 ,22.70 
2014/7/29,6.18 ,2331.37 ,2398.24 ,2400.36 ,2245.37 ,6.02 ,3.97 ,107.72 ,100.82 ,77.45 ,479.20 ,3.73 ,103.58 ,0.01 ,138.75 ,36.00 ,26.00 ,85.00 ,91.00 ,2.00 ,29.00 ,31.00 ,7.00 ,2014.00 ,251.00 ,26504.00 ,23.90 
2014/7/30,6.17 ,2322.01 ,2402.79 ,2448.24 ,2228.86 ,6.11 ,3.97 ,106.51 ,100.70 ,76.45 ,480.80 ,3.78 ,191.46 ,0.01 ,138.75 ,38.00 ,28.00 ,66.00 ,92.00 ,3.00 ,30.00 ,31.00 ,7.00 ,2014.00 ,239.00 ,30910.00 ,23.50 
2014/7/31,6.17 ,2350.25 ,2421.26 ,2471.91 ,2260.89 ,6.19 ,3.90 ,106.02 ,99.00 ,76.30 ,482.20 ,3.84 ,79.89 ,0.01 ,138.75 ,36.00 ,25.00 ,85.00 ,93.00 ,4.00 ,31.00 ,31.00 ,7.00 ,2014.00 ,246.00 ,26001.00 ,23.92 
2014/8/1,6.18 ,2329.40 ,2391.71 ,2462.37 ,2229.19 ,6.26 ,3.95 ,104.84 ,99.13 ,76.30 ,511.60 ,3.79 ,157.07 ,0.01 ,136.45 ,35.00 ,25.00 ,71.00 ,96.00 ,5.00 ,1.00 ,31.00 ,8.00 ,2014.00 ,207.00 ,22617.00 ,23.37 
2014/8/4,6.18 ,2375.62 ,2430.72 ,2519.00 ,2281.46 ,6.22 ,3.95 ,105.41 ,98.00 ,76.60 ,514.20 ,3.84 ,134.83 ,0.01 ,136.45 ,36.00 ,27.00 ,137.00 ,97.00 ,1.00 ,4.00 ,32.00 ,8.00 ,2014.00 ,241.00 ,13508.00 ,23.19 
2014/8/5,6.17 ,2369.35 ,2443.97 ,2529.70 ,2263.13 ,6.18 ,3.95 ,104.61 ,98.42 ,77.00 ,517.80 ,3.89 ,123.85 ,0.01 ,136.45 ,36.00 ,27.00 ,107.00 ,98.00 ,2.00 ,5.00 ,32.00 ,8.00 ,2014.00 ,233.00 ,19142.00 ,23.09 
2014/8/6,6.16 ,2363.22 ,2457.26 ,2524.55 ,2246.94 ,6.19 ,3.95 ,104.59 ,97.72 ,77.25 ,514.20 ,3.95 ,125.68 ,0.01 ,136.45 ,35.00 ,26.00 ,97.00 ,99.00 ,3.00 ,6.00 ,32.00 ,8.00 ,2014.00 ,224.00 ,28205.00 ,23.06 
2014/8/7,6.16 ,2327.46 ,2429.30 ,2481.31 ,2210.46 ,5.93 ,3.95 ,105.44 ,97.64 ,77.85 ,513.00 ,3.88 ,101.57 ,0.01 ,136.45 ,32.00 ,23.00 ,67.00 ,100.00 ,4.00 ,7.00 ,32.00 ,8.00 ,2014.00 ,233.00 ,16439.00 ,23.05 
2014/8/8,6.16 ,2331.13 ,2445.59 ,2486.76 ,2212.22 ,5.96 ,3.95 ,105.02 ,99.21 ,78.25 ,514.00 ,3.98 ,114.28 ,0.01 ,136.45 ,30.00 ,23.00 ,69.00 ,103.00 ,5.00 ,8.00 ,32.00 ,8.00 ,2014.00 ,260.00 ,16181.00 ,23.05 
2014/8/11,6.15 ,2365.35 ,2484.47 ,2518.73 ,2248.06 ,6.11 ,3.95 ,104.68 ,98.39 ,77.55 ,513.60 ,3.99 ,116.84 ,0.01 ,136.45 ,26.00 ,21.00 ,63.00 ,104.00 ,1.00 ,11.00 ,33.00 ,8.00 ,2014.00 ,232.00 ,9537.00 ,23.00 
2014/8/12,6.16 ,2357.05 ,2494.09 ,2521.77 ,2234.94 ,6.09 ,3.95 ,103.02 ,97.60 ,77.40 ,511.20 ,3.98 ,193.16 ,0.01 ,136.45 ,24.00 ,20.00 ,74.00 ,105.00 ,2.00 ,12.00 ,33.00 ,8.00 ,2014.00 ,242.00 ,13226.00 ,22.54 
2014/8/13,6.15 ,2358.90 ,2487.39 ,2551.08 ,2240.65 ,6.21 ,3.90 ,104.28 ,96.23 ,77.45 ,513.60 ,3.82 ,89.65 ,0.01 ,136.45 ,24.00 ,20.00 ,59.00 ,106.00 ,3.00 ,13.00 ,33.00 ,8.00 ,2014.00 ,203.00 ,11443.00 ,23.00 
2014/8/14,6.15 ,2335.95 ,2479.94 ,2502.61 ,2218.08 ,6.21 ,3.85 ,102.01 ,97.58 ,76.85 ,512.00 ,3.89 ,142.02 ,0.01 ,136.45 ,29.00 ,21.00 ,62.00 ,107.00 ,4.00 ,14.00 ,33.00 ,8.00 ,2014.00 ,255.00 ,6524.00 ,22.53 
2014/8/15,6.15 ,2360.64 ,2507.08 ,2521.63 ,2244.14 ,6.36 ,3.85 ,103.53 ,95.02 ,77.65 ,518.40 ,3.78 ,162.53 ,0.01 ,136.45 ,31.00 ,22.00 ,130.00 ,110.00 ,5.00 ,15.00 ,33.00 ,8.00 ,2014.00 ,205.00 ,39298.00 ,22.85 
2014/8/18,6.14 ,2374.56 ,2543.50 ,2544.20 ,2248.42 ,6.32 ,3.85 ,101.60 ,95.26 ,76.85 ,523.60 ,3.81 ,94.60 ,0.01 ,136.45 ,26.00 ,20.00 ,66.00 ,111.00 ,1.00 ,18.00 ,34.00 ,8.00 ,2014.00 ,227.00 ,27318.00 ,22.62 
2014/8/19,6.14 ,2374.77 ,2553.28 ,2570.80 ,2243.55 ,6.43 ,3.85 ,101.56 ,94.58 ,76.75 ,522.40 ,3.87 ,98.03 ,0.01 ,136.45 ,30.00 ,20.00 ,88.00 ,112.00 ,2.00 ,19.00 ,34.00 ,8.00 ,2014.00 ,224.00 ,7223.00 ,22.50 
